ImageName,Algorithm,BaselinePower,OptimizedPower,PowerSaved_Pct,SSIM,Runtime_Sec
kodim06t.jpg,PSO,0.415919992716689+1.15213117923592e-05i,0.262435656723795,36.9023703793959+0.00174785409922088i,0.948540667117995,40.5378516666667
kodim06t.jpg,ACO,0.415919992716689+1.15213117923592e-05i,0.14350058770397,65.498030845657+0.000955731753795051i,0.718391893122346,46.5527514166667
kodim06t.jpg,CSA,0.415919992716689+1.15213117923592e-05i,0.287228406357323,30.9414283596188+0.00191297689396186i,0.966486317007966,88.747319375
kodim07t.jpg,EGDIO,0.347639272754105+1.10004420965049e-05i,0.228542191014986,34.2588111591748+0.00208026594771535i,0.953939127275556,47.2030690416667
kodim07t.jpg,PSO,0.347639272754105+1.10004420965049e-05i,0.222877030029912,35.8884201888222+0.00202869979516717i,0.948263782867554,40.3358702083333
kodim07t.jpg,ACO,0.347639272754105+1.10004420965049e-05i,0.187907043163223,45.9476941467471+0.00171039151017284i,0.90110681800242,45.3547570416667
kodim07t.jpg,CSA,0.347639272754105+1.10004420965049e-05i,0.234448847296821,32.5597349215776+0.00213403026962629i,0.952761049139029,88.6335149583333
kodim08t.jpg,EGDIO,0.401433211683462+1.09135451251421e-05i,0.25706662300253,35.9627914854156+0.00174094455683234i,0.94990723036589,47.1499816666667
kodim08t.jpg,PSO,0.401433211683462+1.09135451251421e-05i,0.25504876650796,36.4654545522348+0.00172727893101262i,0.94814586202633,40.803129625
kodim08t.jpg,ACO,0.401433211683462+1.09135451251421e-05i,0.239299524853014,40.388707831967+0.00162061959028154i,0.932415729428719,46.7696781666667
kodim08t.jpg,CSA,0.401433211683462+1.09135451251421e-05i,0.257306264545727,35.9030949939333+0.00174256749268977i,0.949119705589428,89.5883607083333
kodim09t.jpg,EGDIO,0.404778434953585+1.08539010523551e-05i,0.258992774880965,36.0161628362333+0.00171568981337941i,0.95442699542794,46.70001825
